0,0,0.718816,0.364141
0,1,0.697691,0.470103
0,2,0.702419,0.461787
0,3,0.680851,0.609769
0,4,0.681479,0.606056
0,5,0.682104,0.60182
0,6,0.683182,0.597151
0,7,0.685217,0.585146
0,8,0.685833,0.582622
0,9,0.686921,0.577169
0,10,0.688964,0.566157
0,11,0.689718,0.562207
0,12,0.690382,0.556969
0,13,0.691549,0.551749
0,14,0.693417,0.541234
0,15,0.694131,0.537503
0,16,0.695079,0.532712
0,17,0.696138,0.527495
0,18,0.697738,0.517067
0,19,0.698731,0.513572
0,20,0.699402,0.508993
0,21,0.700756,0.503162
0,22,0.702451,0.493681
0,23,0.703296,0.489152
0,24,0.704015,0.484881
0,25,0.706067,0.473559
0,26,0.706891,0.469268
0,27,0.707667,0.465161
0,28,0.708661,0.461507
0,29,0.709624,0.45631
0,30,0.710742,0.454219
0,31,0.5,0.5
0,32,0.5,0.5
0,33,0.5,0.5
0,34,0.5,0.5
0,35,0.717113,0.413155
0,36,0.717116,0.413081
0,37,0.718254,0.40865
0,38,0.719233,0.404687
0,39,0.721028,0.394201
0,40,0.721678,0.391163
0,41,0.722654,0.386687
0,42,0.723419,0.381695
0,43,0.724854,0.373684
0,44,0.5,0.5
0,45,0.727346,0.361895
0,46,0.728654,0.353282
0,47,0.729142,0.349099
0,48,0.729715,0.344693
0,49,0.5,0.5
0,50,0.5,0.5
0,51,0.734976,0.322628
0,52,0.734743,0.321873
0,53,0.735595,0.316866
0,54,0.73747,0.307333
0,55,0.738099,0.303835
0,56,0.738941,0.299389
0,57,0.739903,0.294592
0,58,0.741747,0.284852
0,59,0.742426,0.281245
1,0,0.743127,0.27694
1,1,0.744014,0.27241
1,2,0.621933,0.60872
1,3,0.621928,0.599391
1,4,0.621985,0.594032
1,5,0.621846,0.589402
1,6,0.621991,0.585474
1,7,0.621853,0.574275
1,8,0.621767,0.570731
1,9,0.621797,0.564767
1,10,0.621883,0.559821
1,11,0.621675,0.548651
1,12,0.62173,0.544873
1,13,0.621873,0.539934
1,14,0.621732,0.528372
1,15,0.621768,0.522893
1,16,0.621713,0.519554
1,17,0.621656,0.51308
1,18,0.621605,0.501926
1,19,0.621634,0.498164
1,20,0.621658,0.492181
1,21,0.621543,0.486528
1,22,0.621623,0.476333
1,23,0.621657,0.471756
1,24,0.621631,0.466374
1,25,0.621792,0.460262
1,26,0.621456,0.449576
1,27,0.621537,0.445662
1,28,0.621595,0.440026
1,29,0.62154,0.434589
1,30,0.621371,0.424308
1,31,0.621507,0.419299
1,32,0.621427,0.413985
1,33,0.621462,0.408795
1,34,0.621407,0.40287
1,35,0.621379,0.391483
1,36,0.621346,0.387192
1,37,0.621191,0.382277
1,38,0.62115,0.376888
1,39,0.621181,0.364718
1,40,0.621351,0.360281
1,41,0.621145,0.355458
1,42,0.620845,0.343231
1,43,0.620809,0.337547
1,44,0.62105,0.333125
1,45,0.620886,0.327946
1,46,0.620867,0.321476
1,47,0.620721,0.311675
1,48,0.62089,0.305543
1,49,0.620845,0.301117
1,50,0.620764,0.288558
1,51,0.620953,0.284978
1,52,0.620495,0.278608
1,53,0.620673,0.273079
1,54,0.620481,0.261147
1,55,0.620643,0.257256
1,56,0.620297,0.250893
1,57,0.620272,0.239281
1,58,0.620216,0.23312
1,59,0.620379,0.229279
2,0,0.6201,0.222791
2,1,0.629296,0.60958
2,2,0.629415,0.607419
2,3,0.629509,0.600698
2,4,0.629736,0.596496
2,5,0.62975,0.590365
2,6,0.629692,0.586882
2,7,0.629798,0.57588
2,8,0.629768,0.571921
2,9,0.629905,0.567686
2,10,0.630009,0.556279
2,11,0.630092,0.553052
2,12,0.630279,0.546609
2,13,0.630305,0.541939
2,14,0.630333,0.531119
2,15,0.630611,0.527739
2,16,0.630645,0.521736
2,17,0.630769,0.51538
2,18,0.630934,0.505051
2,19,0.631057,0.50178
2,20,0.631118,0.496372
2,21,0.63111,0.49024
2,22,0.631072,0.479041
2,23,0.631425,0.475541
2,24,0.631593,0.470592
2,25,0.631741,0.458578
2,26,0.631537,0.453534
2,27,0.6317,0.448021
2,28,0.631718,0.442181
2,29,0.631971,0.431456
2,30,0.632148,0.427299
2,31,0.632059,0.420299
2,32,0.632188,0.415477
2,33,0.632285,0.40476
2,34,0.632446,0.400302
2,35,0.632413,0.393835
2,36,0.632717,0.388169
2,37,0.632535,0.382959
2,38,0.632688,0.371793
2,39,0.632779,0.366843
2,40,0.632637,0.360522
2,41,0.632842,0.356346
2,42,0.632949,0.343931
2,43,0.632923,0.339607
2,44,0.633117,0.33393
2,45,0.633186,0.327112
2,46,0.633299,0.315009
2,47,0.633447,0.310724
2,48,0.633656,0.305395
2,49,0.633693,0.298778
2,50,0.633824,0.286482
2,51,0.633856,0.28202
2,52,0.63387,0.277438
2,53,0.633982,0.263662
2,54,0.634058,0.257278
2,55,0.634256,0.252676
2,56,0.634124,0.246107
2,57,0.634358,0.234422
2,58,0.634344,0.230576
2,59,0.634369,0.223501
3,0,0.634642,0.217046
3,1,0.634799,0.208488
3,2,0.5,0.5
3,3,0.655642,0.617847
3,4,0.655256,0.616276
3,5,0.656932,0.607202
3,6,0.656932,0.607202
3,7,0.658622,0.598461
3,8,0.65936,0.593001
3,9,0.660027,0.589239
3,10,0.66196,0.57856
3,11,0.662752,0.575289
3,12,0.663487,0.570819
3,13,0.664603,0.564731
3,14,0.666282,0.554748
3,15,0.667111,0.550845
3,16,0.667312,0.549777
3,17,0.5,0.5
3,18,0.671611,0.526748
3,19,0.671682,0.526261
3,20,0.672661,0.520723
3,21,0.673503,0.516574
3,22,0.675182,0.505855
3,23,0.675982,0.502155
3,24,0.676852,0.497582
3,25,0.678701,0.485966
3,26,0.679638,0.481465
3,27,0.680757,0.475349
3,28,0.681585,0.470381
3,29,0.683509,0.460447
3,30,0.684154,0.45696
3,31,0.685629,0.450054
3,32,0.687258,0.44029
3,33,0.687877,0.435857
3,34,0.688973,0.430007
3,35,0.689994,0.425375
3,36,0.691878,0.414019
3,37,0.691878,0.414019
3,38,0.693767,0.403811
3,39,0.694772,0.398688
3,40,0.695599,0.393891
3,41,0.696674,0.387506
3,42,0.698671,0.376028
3,43,0.699715,0.37174
3,44,0.700453,0.367186
3,45,0.701711,0.360673
3,46,0.703566,0.350971
3,47,0.5,0.5
3,48,0.706049,0.336329
3,49,0.707775,0.326529
3,50,0.708904,0.320566
3,51,0.709949,0.315611
3,52,0.710537,0.310538
3,53,0.713026,0.29805
3,54,0.713923,0.29411
3,55,0.714598,0.288423
3,56,0.715163,0.286477
3,57,0.718251,0.268748
3,58,0.718942,0.264717
3,59,0.720116,0.259171
4,0,0.721337,0.252323
4,1,0.722946,0.242926
4,2,0.544428,0.601581
4,3,0.543387,0.596716
4,4,0.540867,0.587755
4,5,0.539804,0.583832
4,6,0.538829,0.579204
4,7,0.53799,0.575523
4,8,0.535445,0.566391
4,9,0.535445,0.566391
4,10,0.533176,0.557765
4,11,0.532289,0.554138
4,12,0.531351,0.550361
4,13,0.530047,0.545017
4,14,0.527588,0.536002
4,15,0.526442,0.53192
4,16,0.525446,0.528263
4,17,0.522982,0.518441
4,18,0.521779,0.513764
4,19,0.520671,0.509431
4,20,0.519723,0.505458
4,21,0.517134,0.495956
4,22,0.516426,0.492553
4,23,0.515057,0.487649
4,24,0.514441,0.484678
4,25,0.5,0.5
4,26,0.5,0.5
4,27,0.5,0.5
4,28,0.507683,0.458892
4,29,0.505304,0.45038
4,30,0.504567,0.447407
4,31,0.503241,0.442339
4,32,0.500623,0.432263
4,33,0.499751,0.429509
4,34,0.49852,0.424486
4,35,0.496901,0.418581
4,36,0.494404,0.409942
4,37,0.49379,0.406655
4,38,0.492334,0.400988
4,39,0.49079,0.395599
4,40,0.489506,0.390471
4,41,0.488354,0.386448
4,42,0.486131,0.377184
4,43,0.484693,0.37261
4,44,0.483464,0.367903
4,45,0.480815,0.357225
4,46,0.479531,0.351912
4,47,0.478243,0.347235
4,48,0.478153,0.346782
4,49,0.5,0.5
4,50,0.472372,0.327462
4,51,0.471695,0.322606
4,52,0.470446,0.317972
4,53,0.467753,0.308092
4,54,0.466735,0.303955
4,55,0.465568,0.299578
4,56,0.464218,0.293869
4,57,0.461211,0.283352
4,58,0.46018,0.279167
4,59,0.458885,0.274958
5,0,0.455868,0.263446
5,1,0.455386,0.260651
5,2,0.564032,0.598628
5,3,0.563523,0.59327
5,4,0.562253,0.584271
5,5,0.561519,0.579822
5,6,0.560814,0.574238
5,7,0.56032,0.570175
5,8,0.559355,0.561123
5,9,0.558868,0.556924
5,10,0.5581,0.55175
5,11,0.557822,0.546807
5,12,0.55685,0.54239
5,13,0.555861,0.533181
5,14,0.555453,0.528746
5,15,0.554709,0.523825
5,16,0.55427,0.520296
5,17,0.553104,0.510612
5,18,0.552511,0.507166
5,19,0.552531,0.506276
5,20,0.5,0.5
5,21,0.55033,0.489651
5,22,0.54947,0.484828
5,23,0.54895,0.480863
5,24,0.547729,0.470667
5,25,0.547435,0.467634
5,26,0.546858,0.462586
5,27,0.546036,0.457058
5,28,0.54489,0.448493
5,29,0.544482,0.445405
5,30,0.544031,0.440081
5,31,0.543399,0.436158
5,32,0.542087,0.426223
5,33,0.54179,0.423845
5,34,0.541313,0.419308
5,35,0.540723,0.41417
5,36,0.539554,0.404875
5,37,0.539258,0.401749
5,38,0.538764,0.397604
5,39,0.537396,0.387606
5,40,0.537152,0.384973
5,41,0.536233,0.378615
5,42,0.535807,0.374792
5,43,0.535073,0.370303
5,44,0.534672,0.366683
5,45,0.533583,0.357972
5,46,0.533243,0.354082
5,47,0.532744,0.35036
5,48,0.53205,0.346159
5,49,0.53111,0.337407
5,50,0.530371,0.333656
5,51,0.530105,0.32994
5,52,0.52895,0.320851
5,53,0.528508,0.318231
5,54,0.527923,0.313384
5,55,0.527361,0.309217
5,56,0.526349,0.300089
5,57,0.525816,0.297449
5,58,0.525219,0.293501
5,59,0.524812,0.288363
6,0,0.523684,0.280013
6,1,0.523361,0.276777
6,2,0.651309,0.620854
6,3,0.651125,0.614498
6,4,0.651461,0.604395
6,5,0.651138,0.600593
6,6,0.651189,0.594668
6,7,0.651042,0.588453
6,8,0.651079,0.581964
6,9,0.5,0.5
6,10,0.5,0.5
6,11,0.5,0.5
6,12,0.5,0.5
6,13,0.5,0.5
6,14,0.5,0.5
6,15,0.5,0.5
6,16,0.5,0.5
6,17,0.5,0.5
6,18,0.5,0.5
6,19,0.5,0.5
6,20,0.5,0.5
6,21,0.652314,0.498173
6,22,0.65183,0.494573
6,23,0.651704,0.490388
6,24,0.651617,0.479708
6,25,0.65147,0.47684
6,26,0.65131,0.471816
6,27,0.651452,0.466256
6,28,0.651295,0.456427
6,29,0.651421,0.453114
6,30,0.651583,0.447629
6,31,0.651609,0.437541
6,32,0.651661,0.432392
6,33,0.651652,0.429157
6,34,0.651656,0.423675
6,35,0.651741,0.414746
6,36,0.651569,0.41134
6,37,0.651683,0.405867
6,38,0.651746,0.400393
6,39,0.651811,0.390808
6,40,0.651907,0.387866
6,41,0.651841,0.383203
6,42,0.651896,0.377132
6,43,0.651854,0.368459
6,44,0.651919,0.365196
6,45,0.651908,0.359787
6,46,0.652013,0.354308
6,47,0.651785,0.349746
6,48,0.651879,0.340701
6,49,0.652074,0.335815
6,50,0.651891,0.331503
6,51,0.651769,0.327969
6,52,0.651799,0.318507
6,53,0.651923,0.314638
6,54,0.651805,0.310788
6,55,0.651942,0.304735
6,56,0.651854,0.296177
6,57,0.651924,0.292215
6,58,0.651872,0.288412
6,59,0.65186,0.283383
7,0,0.651917,0.273985
7,1,0.651806,0.270667
7,2,0.603895,0.609342
7,3,0.603447,0.599423
7,4,0.603263,0.593699
7,5,0.602754,0.588787
7,6,0.602631,0.584894
7,7,0.602244,0.580082
7,8,0.601757,0.571545
7,9,0.601606,0.566527
7,10,0.601263,0.56214
7,11,0.600616,0.551378
7,12,0.600619,0.547673
7,13,0.600075,0.542031
7,14,0.600037,0.536877
7,15,0.599266,0.52744
7,16,0.59912,0.524342
7,17,0.598782,0.518254
7,18,0.598508,0.513513
7,19,0.598201,0.508938
7,20,0.597709,0.499141
7,21,0.597635,0.496159
7,22,0.597339,0.491329
7,23,0.59698,0.486136
7,24,0.596269,0.476351
7,25,0.596101,0.472924
7,26,0.596019,0.468392
7,27,0.595584,0.463265
7,28,0.595025,0.453219
7,29,0.594961,0.450159
7,30,0.594628,0.446332
7,31,0.594086,0.436293
7,32,0.593793,0.431738
7,33,0.593537,0.427735
7,34,0.593843,0.42747
7,35,0.592485,0.411261
7,36,0.592569,0.41142
7,37,0.59219,0.406102
